"Ship Mode",Segment,Country,City,State,"Postal Code",Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,$23.68,4,0.20,18.944
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,Technology,Phones,$309.576,4,0.40,185.74560000000002
"First Class",Corporate,"United States",Tucson,Arizona,85705,West,"Office Supplies",Binders,$38.388,14,0.70,11.5164
"First Class",Corporate,"United States",Tucson,Arizona,85705,West,Technology,Machines,$95.994,2,0.70,28.79820000000001
"First Class",Corporate,"United States",Tucson,Arizona,85705,West,Technology,Accessories,$239.952,6,0.20,191.9616
"First Class",Corporate,"United States",Tucson,Arizona,85705,West,Technology,Phones,$201.584,2,0.20,161.2672
"First Class",Corporate,"United States",Tucson,Arizona,85705,West,Furniture,Chairs,$899.136,4,0.20,719.3088
"Standard Class",Consumer,"United States","Colorado Springs",Colorado,80906,West,Furniture,Bookcases,$590.058,7,0.70,177.0174
"Standard Class",Consumer,"United States","Colorado Springs",Colorado,80906,West,"Office Supplies",Art,$14.04,3,0.20,11.232
"Second Class",Consumer,"United States",Vallejo,California,94591,West,"Office Supplies",Binders,$17.088,4,0.20,13.6704
"Second Class",Consumer,"United States","Pleasant Grove",Utah,84062,West,Technology,Phones,$399.96,5,0.20,319.96799999999996
"Second Class",Consumer,"United States","Pleasant Grove",Utah,84062,West,"Office Supplies",Binders,$13.184,1,0.20,10.5472
"Standard Class","Home Office","United States",Aurora,Illinois,60505,Central,Furniture,Furnishings,$83.952,3,0.60,33.5808
"First Class",Corporate,"United States",Burlington,"North Carolina",27217,South,"Office Supplies",Art,$9.552,3,0.20,7.6415999999999995
"Standard Class",Corporate,"United States",Aurora,Illinois,60505,Central,Furniture,Tables,$652.45,5,0.50,326.225
"Standard Class",Corporate,"United States",Aurora,Illinois,60505,Central,Furniture,Tables,$66.645,3,0.50,33.3225
"First Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Binders,$17.216,4,0.20,13.7728
"Standard Class","Home Office","United States",Columbus,Ohio,43229,East,Furniture,Tables,$205.176,2,0.40,123.10559999999998
"Standard Class","Home Office","United States",Columbus,Ohio,43229,East,"Office Supplies",Paper,$419.4,5,0.20,335.52
"First Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Supplies,$10.304,1,0.20,8.2432
"First Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,Furniture,Tables,$154.764,3,0.40,92.8584
"First Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,Technology,Accessories,$116.784,2,0.20,93.4272
"Standard Class",Consumer,"United States",Phoenix,Arizona,85023,West,Furniture,Tables,$393.165,3,0.50,196.5825
"Standard Class","Home Office","United States","Grand Prairie",Texas,75051,Central,"Office Supplies",Labels,$23.68,2,0.20,18.944
"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Chairs,$408.006,2,0.10,367.20539999999994
"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,$334.768,7,0.20,267.8144
"First Class",Corporate,"United States",Houston,Texas,77041,Central,Technology,Phones,$946.344,7,0.20,757.0752
"First Class",Corporate,"United States",Houston,Texas,77041,Central,Technology,Accessories,$151.2,3,0.20,120.96
"First Class",Corporate,"United States",Houston,Texas,77041,Central,Furniture,Furnishings,$4.928,4,0.60,1.9712
"Standard Class",Corporate,"United States",Mesa,Arizona,85204,West,"Office Supplies",Paper,$86.272,4,0.20,69.0176
"Standard Class",Corporate,"United States",Mesa,Arizona,85204,West,"Office Supplies",Binders,$72.588,2,0.70,21.776400000000002
"Standard Class",Corporate,"United States",Mesa,Arizona,85204,West,"Office Supplies",Appliances,$60.672,2,0.20,48.5376
"Standard Class",Corporate,"United States",Mesa,Arizona,85204,West,"Office Supplies",Binders,$77.031,9,0.70,23.109300000000005
"Standard Class",Corporate,"United States",Mesa,Arizona,85204,West,"Office Supplies",Storage,$119.904,6,0.20,95.9232
"Standard Class",Corporate,"United States",Mesa,Arizona,85204,West,Technology,Phones,$263.96,5,0.20,211.16799999999998
"Standard Class",Corporate,"United States",Mesa,Arizona,85204,West,"Office Supplies",Storage,$363.648,4,0.20,290.9184
"Second Class",Corporate,"United States",Salinas,California,93905,West,"Office Supplies",Binders,$9.728,2,0.20,7.7824
"Second Class",Corporate,"United States",Salinas,California,93905,West,"Office Supplies",Binders,$29.8,5,0.20,23.84
"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,Technology,Phones,$220.752,8,0.40,132.4512
"Standard Class",Consumer,"United States",Parma,Ohio,44134,East,"Office Supplies",Paper,$31.104,6,0.20,24.8832
"Standard Class",Consumer,"United States",Parma,Ohio,44134,East,"Office Supplies",Art,$5.248,2,0.20,4.1984
"Same Day",Consumer,"United States",Amarillo,Texas,79109,Central,Technology,Accessories,$263.88,3,0.20,211.10399999999998
"Same Day",Consumer,"United States",Amarillo,Texas,79109,Central,Furniture,Chairs,$2453.43,5,0.30,1717.4009999999998
"Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Binders,$36.672,2,0.20,29.3376
"Standard Class",Corporate,"United States",Aurora,Colorado,80013,West,"Office Supplies",Storage,$139.424,4,0.20,111.53920000000001
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Technology,Phones,$1979.928,9,0.20,1583.9424000000001
"First Class","Home Office","United States",Chicago,Illinois,60653,Central,"Office Supplies",Storage,$164.736,4,0.20,131.78879999999998
"First Class","Home Office","United States",Chicago,Illinois,60653,Central,Furniture,Chairs,$470.302,7,0.30,329.2114
"First Class","Home Office","United States",Chicago,Illinois,60653,Central,Technology,Phones,$47.984,2,0.20,38.3872
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,$2.502,3,0.70,0.7506000000000002
"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Technology,Phones,$88.752,3,0.20,71.0016
"First Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Binders,$2.025,1,0.70,0.6075000000000002
"Standard Class",Corporate,"United States",Irving,Texas,75061,Central,"Office Supplies",Labels,$15.936,4,0.20,12.7488
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,"Office Supplies",Binders,$55.424,2,0.20,44.3392
"Standard Class",Consumer,"United States",Vineland,"New Jersey",8360,East,Furniture,Tables,$244.006,2,0.30,170.8042
"First Class",Corporate,"United States",Pasadena,Texas,77506,Central,Technology,Accessories,$159.984,2,0.20,127.9872
"First Class",Corporate,"United States",Pasadena,Texas,77506,Central,Furniture,Chairs,$1024.716,6,0.30,717.3011999999999
"Standard Class",Consumer,"United States",Glendale,Arizona,85301,West,Furniture,Furnishings,$121.376,4,0.20,97.1008
"Standard Class",Consumer,"United States",Glendale,Arizona,85301,West,Technology,Accessories,$95.976,3,0.20,76.7808
"Same Day","Home Office","United States",Jacksonville,Florida,32216,South,Technology,Accessories,$255.968,4,0.20,204.77439999999999
"Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Art,$6.848,2,0.20,5.4784
"Same Day",Consumer,"United States",Houston,Texas,77036,Central,Furniture,Furnishings,$6.688,4,0.60,2.6752000000000002
"Standard Class","Home Office","United States","Niagara Falls","New York",14304,East,"Office Supplies",Binders,$17.712,3,0.20,14.169599999999999
"Standard Class",Consumer,"United States",Thomasville,"North Carolina",27360,South,"Office Supplies",Supplies,$52.136,7,0.20,41.708800000000004
"First Class",Consumer,"United States",Westminster,California,92683,West,Technology,Phones,$31.968,4,0.20,25.5744
"Second Class",Consumer,"United States",Jackson,Tennessee,38301,South,"Office Supplies",Art,$9.728,2,0.20,7.7824
"Second Class",Consumer,"United States",Jackson,Tennessee,38301,South,"Office Supplies",Paper,$3.424,1,0.20,2.7392
"Standard Class","Home Office","United States","Los Angeles",California,90008,West,Technology,Phones,$1212.848,7,0.20,970.2783999999999
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Labels,$5.04,2,0.20,4.032
"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Chairs,$977.292,6,0.10,879.5628
"Standard Class",Consumer,"United States",Coppell,Texas,75019,Central,"Office Supplies",Art,$10.192,7,0.20,8.1536
"Standard Class",Consumer,"United States",Coppell,Texas,75019,Central,"Office Supplies",Storage,$16.784,1,0.20,13.4272
"Standard Class",Consumer,"United States",Coppell,Texas,75019,Central,"Office Supplies",Art,$13.12,5,0.20,10.495999999999999
"First Class","Home Office","United States","San Francisco",California,94122,West,"Office Supplies",Binders,$18.16,5,0.20,14.528
"Standard Class",Consumer,"United States",Austin,Texas,78745,Central,"Office Supplies",Paper,$16.056,3,0.20,12.844800000000001
"Standard Class",Consumer,"United States",Austin,Texas,78745,Central,"Office Supplies",Paper,$223.056,9,0.20,178.44480000000001
"Standard Class",Consumer,"United States",Austin,Texas,78745,Central,"Office Supplies",Storage,$540.048,3,0.20,432.0384
"Standard Class","Home Office","United States","Los Angeles",California,90045,West,Technology,Phones,$33.52,2,0.20,26.816000000000003
"Standard Class","Home Office","United States","Los Angeles",California,90004,West,Furniture,Tables,$1004.976,6,0.20,803.9808
"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,$17.88,3,0.20,14.303999999999998
"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Storage,$200.064,3,0.20,160.0512
"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Binders,$21.38,5,0.80,4.276
"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Binders,$6.744,4,0.80,1.3487999999999998
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,$63.686,1,0.30,44.580200000000005
"Second Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,$83.84,2,0.20,67.072
"Second Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,$13.272,3,0.20,10.6176
"Second Class",Corporate,"United States","San Francisco",California,94110,West,"Office Supplies",Binders,$21.336,7,0.20,17.0688
"Standard Class","Home Office","United States",Chicago,Illinois,60610,Central,"Office Supplies",Art,$16.52,5,0.20,13.216
"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,Furniture,Furnishings,$206.112,6,0.20,164.8896
"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Paper,$19.92,5,0.20,15.936000000000002
"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Paper,$198.272,8,0.20,158.61759999999998
"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Storage,$247.104,6,0.20,197.6832
"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Art,$86.304,6,0.20,69.0432
"Standard Class",Consumer,"United States",Allentown,Pennsylvania,18103,East,"Office Supplies",Art,$4.16,2,0.20,3.3280000000000003
"Standard Class",Consumer,"United States",Allentown,Pennsylvania,18103,East,Furniture,Furnishings,$11.648,2,0.20,9.3184
"Standard Class",Corporate,"United States",Miami,Florida,33142,South,"Office Supplies",Paper,$74.352,3,0.20,59.4816
"Standard Class",Consumer,"United States",Tempe,Arizona,85281,West,"Office Supplies",Storage,$10.744,1,0.20,8.5952
"Standard Class",Consumer,"United States",Tempe,Arizona,85281,West,"Office Supplies",Fasteners,$8.376,3,0.20,6.700799999999999
"Standard Class","Home Office","United States","Laguna Niguel",California,92677,West,Furniture,Bookcases,$203.983,2,0.15,173.38555
"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Furnishings,$8.32,5,0.20,6.656000000000001
"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Fasteners,$10.464,6,0.20,8.3712
"Standard Class","Home Office","United States","San Diego",California,92024,West,"Office Supplies",Binders,$82.896,3,0.20,66.3168
"Second Class",Corporate,"United States",Watertown,"New York",13601,East,Furniture,Bookcases,$1573.488,7,0.20,1258.7904
"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Paper,$335.52,4,0.20,268.416
"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Binders,$23.912,2,0.80,4.782399999999999
"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Storage,$27.056,2,0.20,21.6448
"First Class",Consumer,"United States","New York City","New York",10011,East,Technology,Copiers,$559.992,1,0.20,447.99359999999996
"Second Class","Home Office","United States",Houston,Texas,77095,Central,"Office Supplies",Appliances,$9.324,6,0.80,1.8647999999999998
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Envelopes,$9.344,1,0.20,7.475199999999999
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Art,$79.36,5,0.20,63.488
"Standard Class",Corporate,"United States",Seattle,Washington,98103,West,"Office Supplies",Binders,$35.352,9,0.20,28.281599999999997
"Same Day",Consumer,"United States","New York City","New York",10011,East,Furniture,Tables,$1044.63,5,0.40,626.778
"Same Day",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Paper,$11.352,3,0.20,9.0816
"Standard Class","Home Office","United States",Seattle,Washington,98105,West,Technology,Phones,$453.576,3,0.20,362.86080000000004
"First Class",Consumer,"United States",Allen,Texas,75002,Central,Technology,Accessories,$21.48,3,0.20,17.184
"First Class",Consumer,"United States",Allen,Texas,75002,Central,"Office Supplies",Binders,$8.784,4,0.80,1.7568000000000001
"First Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Chairs,$603.92,5,0.20,483.13599999999997
"First Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Chairs,$381.44,2,0.20,305.152
"First Class",Consumer,"United States","El Paso",Texas,79907,Central,Technology,Phones,$40.68,3,0.20,32.544
"First Class",Consumer,"United States","El Paso",Texas,79907,Central,Furniture,Chairs,$763.28,5,0.30,534.296
"Standard Class","Home Office","United States",Aurora,Illinois,60505,Central,"Office Supplies",Storage,$23.952,2,0.20,19.1616
"First Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Tables,$382.806,9,0.40,229.68359999999998
"First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,$1217.568,2,0.20,974.0544
"Standard Class",Corporate,"United States",Grapevine,Texas,76051,Central,"Office Supplies",Art,$33.488,7,0.20,26.790399999999998
"Standard Class",Corporate,"United States",Grapevine,Texas,76051,Central,"Office Supplies",Fasteners,$8.04,5,0.20,6.4319999999999995
"Second Class",Consumer,"United States",Olympia,Washington,98502,West,Technology,Phones,$201.568,4,0.20,161.2544
"First Class","Home Office","United States",Peoria,Illinois,61604,Central,Furniture,Bookcases,$359.058,3,0.30,251.3406
"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Chairs,$47.992,2,0.30,33.5944
"Second Class",Consumer,"United States",Carrollton,Texas,75007,Central,"Office Supplies",Paper,$16.896,4,0.20,13.5168
"Second Class",Consumer,"United States",Carrollton,Texas,75007,Central,"Office Supplies",Supplies,$6.672,1,0.20,5.3376
"Second Class",Consumer,"United States",Carrollton,Texas,75007,Central,"Office Supplies",Art,$99.136,4,0.20,79.30879999999999
"Second Class",Consumer,"United States",Carrollton,Texas,75007,Central,Furniture,Furnishings,$15.992,2,0.60,6.396800000000001
"Standard Class",Consumer,"United States",Smyrna,Tennessee,37167,South,"Office Supplies",Art,$6.672,3,0.20,5.3376
"Second Class",Consumer,"United States","Los Angeles",California,90049,West,Technology,Phones,$39.96,5,0.20,31.968
"Second Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Binders,$5.84,1,0.20,4.672
"Second Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Binders,$9.336,3,0.20,7.4688
"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Furniture,Bookcases,$290.666,2,0.15,247.0661
"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Technology,Phones,$201.584,2,0.20,161.2672
"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Technology,Phones,$83.984,2,0.20,67.18719999999999
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,Technology,Accessories,$83.976,3,0.20,67.1808
"Standard Class",Consumer,"United States",Kent,Washington,98031,West,"Office Supplies",Binders,$23.168,2,0.20,18.534399999999998
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Technology,Phones,$675.96,5,0.20,540.768
"Second Class",Consumer,"United States",Cleveland,Ohio,44105,East,Furniture,Furnishings,$17.92,5,0.20,14.336000000000002
"Second Class",Consumer,"United States",Cleveland,Ohio,44105,East,"Office Supplies",Binders,$41.256,6,0.70,12.376800000000003
"Same Day",Consumer,"United States",Cleveland,Ohio,44105,East,"Office Supplies",Storage,$1006.056,3,0.20,804.8448000000001
"Same Day",Consumer,"United States",Cleveland,Ohio,44105,East,"Office Supplies",Paper,$10.688,2,0.20,8.5504
"Same Day",Consumer,"United States",Cleveland,Ohio,44105,East,"Office Supplies",Paper,$10.368,2,0.20,8.2944
"Same Day",Consumer,"United States",Cleveland,Ohio,44105,East,"Office Supplies",Storage,$25.12,2,0.20,20.096
"Same Day",Consumer,"United States",Cleveland,Ohio,44105,East,Technology,Accessories,$58.112,2,0.20,46.4896
"Standard Class",Consumer,"United States",Tigard,Oregon,97224,West,"Office Supplies",Paper,$15.552,3,0.20,12.4416
"Standard Class",Consumer,"United States",Tigard,Oregon,97224,West,"Office Supplies",Storage,$669.08,5,0.20,535.264
"Standard Class",Consumer,"United States",Tigard,Oregon,97224,West,Technology,Phones,$438.336,4,0.20,350.66880000000003
"Standard Class",Corporate,"United States",Skokie,Illinois,60076,Central,"Office Supplies",Fasteners,$12.624,2,0.20,10.0992
"First Class","Home Office","United States",Philadelphia,Pennsylvania,19140,East,Technology,Accessories,$35.36,2,0.20,28.288
"First Class","Home Office","United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Fasteners,$3.168,2,0.20,2.5344
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,$121.104,6,0.70,36.33120000000001
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Phones,$45.894,1,0.40,27.536399999999997
"First Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,$8.448,2,0.20,6.7584
"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,Technology,Phones,$160.776,3,0.20,128.6208
"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,"Office Supplies",Binders,$88.752,3,0.20,71.0016
"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,"Office Supplies",Binders,$13.904,2,0.20,11.1232
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Phones,$677.58,5,0.40,406.548
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,$13.896,3,0.70,4.168800000000001
"Second Class",Consumer,"United States",Dallas,Texas,75217,Central,"Office Supplies",Storage,$41.92,5,0.20,33.536
"Second Class",Consumer,"United States",Dallas,Texas,75217,Central,Technology,Accessories,$297.576,3,0.20,238.06080000000003
"Second Class",Consumer,"United States",Dallas,Texas,75217,Central,"Office Supplies",Fasteners,$4.344,3,0.20,3.4752
"Second Class",Consumer,"United States",Dallas,Texas,75217,Central,Technology,Accessories,$94.992,2,0.20,75.9936
"Second Class",Consumer,"United States",Dallas,Texas,75217,Central,"Office Supplies",Paper,$74.352,3,0.20,59.4816
"Second Class",Consumer,"United States",Dallas,Texas,75217,Central,"Office Supplies",Art,$14.04,3,0.20,11.232
"Standard Class",Consumer,"United States","New York City","New York",10011,East,Furniture,Tables,$1018.104,4,0.40,610.8624
"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,Technology,Phones,$16.68,3,0.20,13.344
"Standard Class",Consumer,"United States",Plano,Texas,75023,Central,Technology,Phones,$167.968,4,0.20,134.37439999999998
"Standard Class",Corporate,"United States",Houston,Texas,77041,Central,Furniture,Furnishings,$21.936,2,0.60,8.7744
"Standard Class",Corporate,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$6.588,3,0.80,1.3175999999999997
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Storage,$64.784,1,0.20,51.827200000000005
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Phones,$32.382,3,0.40,19.429199999999998
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,$42.368,2,0.20,33.894400000000005
"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Machines,$399.54,4,0.70,119.86200000000002
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Appliances,$99.28,2,0.20,79.424
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,$1.188,2,0.70,0.35640000000000005
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,$7.518,2,0.70,2.2554
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,$10.368,2,0.20,8.2944
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,$310.88,2,0.20,248.704
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Tables,$853.092,6,0.40,511.85519999999997
"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Furnishings,$21.88,5,0.20,17.503999999999998
"Second Class","Home Office","United States",Plano,Texas,75023,Central,Technology,Accessories,$13.616,2,0.20,10.8928
"Second Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Binders,$11.808,2,0.20,9.4464
"Second Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Chairs,$1931.04,9,0.10,1737.936
"Same Day",Consumer,"United States",Glendale,Arizona,85301,West,"Office Supplies",Binders,$9.702,3,0.70,2.9106000000000005
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Binders,$11.61,2,0.70,3.4830000000000005
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Phones,$148.48,2,0.20,118.78399999999999
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Chairs,$71.992,1,0.20,57.5936
"Standard Class",Consumer,"United States",Houston,Texas,77070,Central,"Office Supplies",Paper,$14.304,6,0.20,11.443200000000001
"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Tables,$765.625,7,0.50,382.8125
"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Bookcases,$307.666,2,0.15,261.5161
"Standard Class",Consumer,"United States","New York City","New York",10011,East,"Office Supplies",Binders,$7.712,2,0.20,6.1696
"Standard Class",Consumer,"United States","New York City","New York",10011,East,"Office Supplies",Binders,$47.744,4,0.20,38.1952
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Technology,Phones,$159.984,2,0.20,127.9872
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Technology,Accessories,$255.968,4,0.20,204.77439999999999
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Furniture,Bookcases,$359.058,3,0.30,251.3406
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Appliances,$434.352,3,0.20,347.48159999999996
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Appliances,$3.552,2,0.20,2.8416
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Appliances,$88.832,4,0.20,71.06559999999999
"Second Class",Corporate,"United States",Dublin,Ohio,43017,East,Furniture,Tables,$1048.35,5,0.40,629.01
"Standard Class",Corporate,"United States",Fayetteville,"North Carolina",28314,South,"Office Supplies",Paper,$96.256,8,0.20,77.0048
"Standard Class",Corporate,"United States",Fayetteville,"North Carolina",28314,South,"Office Supplies",Paper,$10.688,2,0.20,8.5504
"Standard Class",Consumer,"United States",Dallas,Texas,75081,Central,"Office Supplies",Storage,$338.04,3,0.20,270.432
"Standard Class",Consumer,"United States",Dallas,Texas,75081,Central,"Office Supplies",Art,$154.24,4,0.20,123.39200000000001
"Second Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Appliances,$34.848,2,0.20,27.8784
"Second Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,Technology,Phones,$22,5,0.20,17.6
"Second Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Art,$4.368,3,0.20,3.4944
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,$20.736,4,0.20,16.5888
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,$7.168,2,0.20,5.7344
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Storage,$11.168,2,0.20,8.9344
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,Technology,Accessories,$442.4,7,0.20,353.91999999999996
"Second Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Binders,$11.232,8,0.70,3.3696
"Second Class",Consumer,"United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Paper,$10.272,3,0.20,8.217600000000001
"Standard Class","Home Office","United States",Houston,Texas,77095,Central,"Office Supplies",Paper,$10.368,2,0.20,8.2944
"Standard Class","Home Office","United States",Houston,Texas,77095,Central,"Office Supplies",Art,$6.24,3,0.20,4.992
"Standard Class","Home Office","United States","San Antonio",Texas,78207,Central,Furniture,Tables,$206.962,2,0.30,144.8734
"Second Class","Home Office","United States","Fort Worth",Texas,76106,Central,"Office Supplies",Paper,$360.712,11,0.20,288.5696
"Second Class","Home Office","United States","Fort Worth",Texas,76106,Central,Technology,Phones,$1718.4,6,0.20,1374.72
"First Class","Home Office","United States",Houston,Texas,77095,Central,"Office Supplies",Binders,$41.568,6,0.80,8.313600000000001
"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,Technology,Accessories,$46.864,2,0.20,37.4912
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Art,$19.536,3,0.20,15.628800000000002
"Standard Class",Consumer,"United States","San Diego",California,92105,West,Furniture,Bookcases,$411.332,4,0.15,349.6322
"Standard Class",Consumer,"United States","San Diego",California,92105,West,"Office Supplies",Binders,$28.752,6,0.20,23.0016
"Standard Class",Consumer,"United States","San Diego",California,92105,West,Furniture,Bookcases,$293.199,3,0.15,249.21915
"Standard Class",Consumer,"United States",Greensboro,"North Carolina",27405,South,"Office Supplies",Binders,$7.644,4,0.70,2.2932000000000006
"Standard Class",Consumer,"United States",Greensboro,"North Carolina",27405,South,"Office Supplies",Binders,$51.465,5,0.70,15.439500000000002
"Standard Class",Corporate,"United States",Dallas,Texas,75081,Central,"Office Supplies",Supplies,$6.976,4,0.20,5.5808
"Standard Class",Corporate,"United States",Dallas,Texas,75081,Central,"Office Supplies",Binders,$12.222,7,0.80,2.4444
"Second Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Storage,$97.984,2,0.20,78.38719999999999
"Second Class",Corporate,"United States",Chicago,Illinois,60623,Central,Technology,Accessories,$62.4,6,0.20,49.92
"Standard Class",Corporate,"United States",Houston,Texas,77041,Central,"Office Supplies",Storage,$60.416,2,0.20,48.3328
"First Class","Home Office","United States","New York City","New York",10024,East,"Office Supplies",Binders,$37.008,6,0.20,29.6064
"Second Class",Consumer,"United States",Dallas,Texas,75081,Central,"Office Supplies",Fasteners,$11.168,4,0.20,8.9344
